TP_FAIXA_ETARIA;TP_SEXO;TP_ANO_CONCLUIU;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;SG_UF_PROVA;Q007;Q019;Q021;Q023
7;M;4;5208608;Goianésia;GO;B;A;B;D
2;F;0;5210901;Itapaci;GO;B;A;A;A
1;F;0;5211800;Jaraguá;GO;D;A;A;A
2;F;0;5211206;Itapuranga;GO;A;A;A;A
2;F;0;5211800;Jaraguá;GO;C;A;A;A
4;M;0;5211800;Jaraguá;GO;B;A;A;A
3;F;1;5218904;Rubiataba;GO;C;A;B;A
3;M;0;5211800;Jaraguá;GO;M;B;D;A
2;M;0;5208608;Goianésia;GO;F;A;C;B
1;F;0;5218904;Rubiataba;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;C;A;C;A
4;F;0;5210901;Itapaci;GO;A;A;A;A
2;F;0;5211206;Itapuranga;GO;E;A;A;A
2;M;0;5208608;Goianésia;GO;E;B;C;A
1;F;0;5211800;Jaraguá;GO;H;B;B;A
2;M;0;5205406;Ceres;GO;E;A;B;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5211206;Itapuranga;GO;B;A;A;A
1;M;0;5210901;Itapaci;GO;B;A;A;B
2;F;0;5208608;Goianésia;GO;E;A;B;A
4;M;2;5208608;Goianésia;GO;C;A;B;A
2;F;0;5211800;Jaraguá;GO;C;A;B;A
3;F;0;5211800;Jaraguá;GO;B;A;A;C
1;F;0;5211206;Itapuranga;GO;D;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;J;A;B;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
4;M;1;5205406;Ceres;GO;E;A;B;A
5;M;3;5211206;Itapuranga;GO;H;A;B;A
4;F;1;5218904;Rubiataba;GO;G;B;B;A
3;F;0;5210901;Itapaci;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;D;B;B;D
4;M;1;5208608;Goianésia;GO;G;B;B;A
2;M;0;5205406;Ceres;GO;E;A;C;A
2;F;0;5211206;Itapuranga;GO;C;A;B;A
3;F;0;5205406;Ceres;GO;B;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
5;F;2;5208608;Goianésia;GO;D;B;A;A
2;F;0;5218904;Rubiataba;GO;B;A;A;A
10;F;0;5208608;Goianésia;GO;B;A;B;A
3;M;0;5205406;Ceres;GO;B;B;B;A
3;F;1;5205406;Ceres;GO;D;A;B;A
2;F;0;5210901;Itapaci;GO;D;A;A;A
4;M;1;5205406;Ceres;GO;C;A;B;D
5;M;2;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;C;A;A;A
3;F;0;5208608;Goianésia;GO;F;A;A;A
2;F;0;5210901;Itapaci;GO;F;B;A;D
3;F;0;5218904;Rubiataba;GO;C;A;A;A
3;F;0;5210901;Itapaci;GO;B;A;A;A
4;F;1;5211800;Jaraguá;GO;B;A;A;A
5;F;2;5205406;Ceres;GO;B;B;A;A
2;F;0;5208608;Goianésia;GO;B;A;B;C
2;F;0;5211800;Jaraguá;GO;C;A;A;A
3;F;0;5205406;Ceres;GO;B;B;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
3;F;0;5211206;Itapuranga;GO;C;A;A;A
1;F;0;5208608;Goianésia;GO;K;B;C;A
3;F;0;5211800;Jaraguá;GO;D;A;A;A
5;M;3;5205406;Ceres;GO;D;A;B;A
1;F;0;5205406;Ceres;GO;D;A;B;A
5;F;2;5208608;Goianésia;GO;C;A;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
11;F;0;5208608;Goianésia;GO;B;A;A;A
2;F;0;5211800;Jaraguá;GO;E;A;A;A
2;M;0;5208608;Goianésia;GO;F;B;B;A
2;F;0;5208608;Goianésia;GO;C;A;A;A
1;F;0;5211800;Jaraguá;GO;C;A;B;A
1;F;0;5205406;Ceres;GO;D;B;B;A
2;M;0;5210901;Itapaci;GO;E;A;A;A
2;F;0;5208608;Goianésia;GO;B;A;B;A
14;F;0;5218904;Rubiataba;GO;D;B;B;C
1;M;0;5210901;Itapaci;GO;E;B;A;D
4;M;1;5205406;Ceres;GO;E;A;B;A
2;F;0;5205406;Ceres;GO;C;A;B;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;H;B;B;E
2;F;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;I;A;B;A
3;M;1;5218904;Rubiataba;GO;G;A;B;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
4;M;1;5205406;Ceres;GO;E;A;B;D
2;F;0;5205406;Ceres;GO;E;A;B;A
1;F;0;5205406;Ceres;GO;D;A;A;A
3;F;0;5210901;Itapaci;GO;G;A;A;A
2;F;0;5205406;Ceres;GO;C;A;A;A
4;M;1;5211800;Jaraguá;GO;B;A;B;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5205406;Ceres;GO;B;A;B;A
4;F;1;5211800;Jaraguá;GO;C;A;A;A
3;F;0;5205406;Ceres;GO;G;A;A;A
2;F;0;5211206;Itapuranga;GO;C;A;B;A
4;F;1;5205406;Ceres;GO;F;B;A;A
3;F;0;5205406;Ceres;GO;C;B;A;A
2;F;0;5210901;Itapaci;GO;B;A;B;A
3;M;0;5210901;Itapaci;GO;H;A;B;A
3;F;0;5205406;Ceres;GO;B;B;A;A
1;M;0;5210901;Itapaci;GO;A;A;A;A
2;F;0;5218904;Rubiataba;GO;C;A;A;A
3;F;0;5208608;Goianésia;GO;A;A;A;A
2;F;0;5211800;Jaraguá;GO;E;A;B;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
3;M;0;5210901;Itapaci;GO;E;A;B;A
13;F;18;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;B;A;A;A
1;M;0;5205406;Ceres;GO;C;A;A;E
2;M;0;5205406;Ceres;GO;C;B;D;B
2;M;0;5205406;Ceres;GO;B;A;B;A
2;F;0;5211800;Jaraguá;GO;B;B;A;B
2;F;0;5205406;Ceres;GO;A;A;A;A
2;F;0;5211800;Jaraguá;GO;E;A;A;A
3;F;0;5205406;Ceres;GO;C;A;A;A
3;F;0;5211206;Itapuranga;GO;B;A;B;A
3;M;0;5211800;Jaraguá;GO;C;A;B;A
2;F;0;5210901;Itapaci;GO;A;A;A;A
3;M;0;5205406;Ceres;GO;B;A;A;A
2;M;0;5211800;Jaraguá;GO;C;A;A;A
2;F;0;5211800;Jaraguá;GO;A;A;A;A
4;F;2;5218904;Rubiataba;GO;B;A;B;A
3;M;0;5205406;Ceres;GO;B;A;B;A
1;F;0;5211800;Jaraguá;GO;D;A;A;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
11;M;0;5208608;Goianésia;GO;B;A;A;A
1;M;0;5205406;Ceres;GO;B;A;A;A
2;F;0;5218904;Rubiataba;GO;C;A;A;A
3;F;0;5211206;Itapuranga;GO;B;A;B;A
11;F;10;5211800;Jaraguá;GO;A;A;A;A
3;F;1;5211800;Jaraguá;GO;I;A;C;D
6;M;3;5211800;Jaraguá;GO;C;A;A;A
3;M;0;5208608;Goianésia;GO;B;A;B;A
3;F;0;5210901;Itapaci;GO;I;A;C;D
1;M;0;5205406;Ceres;GO;A;A;A;A
9;F;7;5210901;Itapaci;GO;E;A;B;A
1;M;0;5208608;Goianésia;GO;H;B;C;A
2;F;0;5208608;Goianésia;GO;D;A;A;A
4;F;0;5205406;Ceres;GO;B;A;B;A
1;F;0;5208608;Goianésia;GO;D;A;B;A
2;M;0;5208608;Goianésia;GO;G;A;A;A
3;F;1;5205406;Ceres;GO;C;A;B;A
1;F;0;5208608;Goianésia;GO;D;A;B;A
5;M;0;5205406;Ceres;GO;C;A;B;B
5;M;2;5210901;Itapaci;GO;C;B;B;A
4;F;1;5205406;Ceres;GO;C;A;B;A
2;F;0;5208608;Goianésia;GO;E;A;B;A
2;F;0;5205406;Ceres;GO;Q;B;C;D
3;M;0;5210901;Itapaci;GO;C;A;A;A
1;F;0;5205406;Ceres;GO;B;A;A;A
2;M;0;5211206;Itapuranga;GO;H;A;B;A
3;F;0;5210901;Itapaci;GO;E;B;B;A
3;M;0;5210901;Itapaci;GO;B;A;B;A
1;F;0;5208608;Goianésia;GO;Q;B;B;B
1;M;0;5205406;Ceres;GO;B;B;A;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5211800;Jaraguá;GO;C;A;A;A
5;F;2;5208608;Goianésia;GO;B;A;A;A
11;M;11;5208608;Goianésia;GO;C;A;B;A
3;M;0;5211206;Itapuranga;GO;H;A;A;A
3;F;0;5208608;Goianésia;GO;B;A;B;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
1;F;0;5211800;Jaraguá;GO;A;A;A;C
14;M;0;5208608;Goianésia;GO;C;B;B;A
7;M;4;5208608;Goianésia;GO;E;A;A;A
2;F;0;5205406;Ceres;GO;N;B;D;D
1;F;0;5218904;Rubiataba;GO;B;A;A;A
2;F;0;5218904;Rubiataba;GO;B;A;A;A
9;M;7;5208608;Goianésia;GO;B;A;A;A
7;F;4;5205406;Ceres;GO;B;A;A;A
1;F;0;5208608;Goianésia;GO;B;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
4;F;1;5211206;Itapuranga;GO;C;A;B;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
2;M;0;5211206;Itapuranga;GO;C;A;A;A
7;M;0;5210901;Itapaci;GO;C;A;B;A
7;M;4;5205406;Ceres;GO;C;A;A;A
11;F;3;5211206;Itapuranga;GO;C;A;A;A
1;M;0;5205406;Ceres;GO;G;B;B;D
2;F;0;5208608;Goianésia;GO;A;B;A;A
2;M;0;5205406;Ceres;GO;E;A;B;C
1;F;0;5218904;Rubiataba;GO;D;A;A;A
1;F;0;5205406;Ceres;GO;Q;B;C;D
4;M;3;5208608;Goianésia;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;B;A;B;A
3;M;0;5208608;Goianésia;GO;K;A;B;A
15;F;0;5205406;Ceres;GO;B;A;A;A
7;M;4;5205406;Ceres;GO;C;A;A;A
3;M;1;5211206;Itapuranga;GO;C;B;B;A
2;M;0;5210901;Itapaci;GO;B;A;A;A
4;M;1;5205406;Ceres;GO;D;B;A;A
2;F;0;5208608;Goianésia;GO;E;B;A;A
5;M;3;5208608;Goianésia;GO;F;A;B;A
1;M;1;5208608;Goianésia;GO;F;A;B;D
3;F;0;5211206;Itapuranga;GO;B;A;A;A
2;F;0;5205406;Ceres;GO;C;A;A;A
5;M;0;5211800;Jaraguá;GO;B;A;A;C
1;M;1;5205406;Ceres;GO;Q;B;C;D
1;F;0;5210901;Itapaci;GO;E;B;B;A
3;M;0;5205406;Ceres;GO;C;A;A;A
1;F;0;5211800;Jaraguá;GO;A;A;A;A
3;F;0;5205406;Ceres;GO;C;A;A;A
5;M;2;5218904;Rubiataba;GO;C;A;B;A
3;M;0;5205406;Ceres;GO;C;A;A;A
1;F;0;5218904;Rubiataba;GO;A;A;A;A
3;M;0;5208608;Goianésia;GO;E;A;A;A
1;M;0;5210901;Itapaci;GO;C;A;B;B
3;F;0;5218904;Rubiataba;GO;E;B;B;A
2;M;1;5205406;Ceres;GO;Q;B;C;D
2;F;0;5210901;Itapaci;GO;F;B;C;A
3;F;0;5211800;Jaraguá;GO;I;A;B;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
4;F;1;5205406;Ceres;GO;B;A;A;A
5;M;2;5208608;Goianésia;GO;C;A;B;A
2;M;0;5218904;Rubiataba;GO;J;A;A;D
2;M;0;5208608;Goianésia;GO;C;A;A;A
1;F;0;5210901;Itapaci;GO;B;A;A;A
13;F;18;5208608;Goianésia;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;D;A;A;A
1;F;0;5205406;Ceres;GO;C;A;A;A
4;M;1;5210901;Itapaci;GO;F;A;B;E
2;M;0;5218904;Rubiataba;GO;C;B;A;A
2;M;0;5211800;Jaraguá;GO;B;A;A;A
3;F;0;5205406;Ceres;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;C;A;B;A
2;F;0;5208608;Goianésia;GO;E;A;B;A
4;M;0;5211800;Jaraguá;GO;B;A;B;A
2;M;0;5211206;Itapuranga;GO;B;B;B;A
1;F;0;5205406;Ceres;GO;H;A;B;D
2;F;0;5211800;Jaraguá;GO;C;A;B;A
8;F;4;5208608;Goianésia;GO;B;A;A;A
1;F;0;5208608;Goianésia;GO;D;A;C;A
8;F;7;5208608;Goianésia;GO;C;A;A;A
3;M;0;5205406;Ceres;GO;D;A;B;A
3;F;0;5205406;Ceres;GO;C;B;B;A
2;F;0;5208608;Goianésia;GO;B;A;B;A
3;F;0;5205406;Ceres;GO;C;A;A;A
2;F;0;5205406;Ceres;GO;D;B;C;A
2;F;0;5211206;Itapuranga;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;G;B;B;A
5;F;3;5205406;Ceres;GO;E;B;A;A
3;M;0;5210901;Itapaci;GO;B;A;A;A
2;M;0;5218904;Rubiataba;GO;D;A;B;A
3;F;1;5205406;Ceres;GO;J;A;B;E
8;F;5;5205406;Ceres;GO;C;A;A;A
4;F;1;5205406;Ceres;GO;C;A;A;A
5;F;2;5205406;Ceres;GO;C;A;B;A
2;M;0;5208608;Goianésia;GO;C;A;A;A
3;F;0;5218904;Rubiataba;GO;B;A;A;A
1;M;0;5205406;Ceres;GO;B;A;A;A
3;M;0;5210901;Itapaci;GO;B;A;A;A
4;F;0;5205406;Ceres;GO;F;A;B;A
2;M;0;5208608;Goianésia;GO;C;A;B;A
4;M;0;5208608;Goianésia;GO;C;A;B;A
1;F;0;5211800;Jaraguá;GO;H;A;B;A
3;M;0;5211800;Jaraguá;GO;C;A;B;A
2;F;0;5211800;Jaraguá;GO;C;A;A;A
4;M;0;5211206;Itapuranga;GO;F;B;B;A
2;M;0;5211206;Itapuranga;GO;C;B;B;A
2;M;0;5211800;Jaraguá;GO;C;A;B;A
3;M;0;5205406;Ceres;GO;E;A;A;A
3;M;0;5211206;Itapuranga;GO;I;B;B;A
3;F;1;5208608;Goianésia;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;B;A;A;A
3;M;0;5211800;Jaraguá;GO;E;B;B;A
1;F;0;5208608;Goianésia;GO;F;A;B;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
3;M;0;5208608;Goianésia;GO;C;A;A;A
6;F;0;5211800;Jaraguá;GO;B;A;A;A
1;F;0;5208608;Goianésia;GO;J;B;C;A
4;M;0;5210901;Itapaci;GO;A;A;A;A
5;F;2;5218904;Rubiataba;GO;K;B;D;D
1;M;0;5208608;Goianésia;GO;A;A;B;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;G;B;B;A
6;M;0;5208608;Goianésia;GO;B;B;B;D
10;F;0;5210901;Itapaci;GO;B;A;A;A
1;F;0;5210901;Itapaci;GO;B;B;A;F
3;M;0;5218904;Rubiataba;GO;B;A;A;A
1;F;0;5208608;Goianésia;GO;E;B;B;B
1;F;0;5211206;Itapuranga;GO;C;A;A;A
11;M;9;5218904;Rubiataba;GO;E;A;B;A
3;M;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5218904;Rubiataba;GO;B;A;B;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
12;M;15;5208608;Goianésia;GO;G;A;B;A
3;F;0;5208608;Goianésia;GO;C;A;A;A
2;F;0;5210901;Itapaci;GO;D;A;B;A
2;M;0;5208608;Goianésia;GO;C;A;A;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5210901;Itapaci;GO;E;A;B;A
3;F;0;5218904;Rubiataba;GO;O;B;D;A
15;F;18;5208608;Goianésia;GO;F;B;A;A
8;M;4;5211800;Jaraguá;GO;B;A;A;A
5;M;3;5218904;Rubiataba;GO;C;B;A;A
3;M;0;5208608;Goianésia;GO;C;A;B;A
2;M;0;5208608;Goianésia;GO;B;A;B;A
1;M;0;5210901;Itapaci;GO;G;B;C;A
5;M;3;5208608;Goianésia;GO;E;A;A;A
13;F;18;5205406;Ceres;GO;G;B;B;B
3;F;1;5205406;Ceres;GO;B;A;A;A
3;M;0;5210901;Itapaci;GO;C;A;A;A
4;F;2;5208608;Goianésia;GO;A;A;B;A
3;M;0;5205406;Ceres;GO;O;A;D;D
1;F;0;5210901;Itapaci;GO;F;A;B;A
3;M;0;5205406;Ceres;GO;B;A;A;A
11;M;0;5205406;Ceres;GO;D;A;B;A
2;F;0;5210901;Itapaci;GO;H;A;A;A
4;F;2;5208608;Goianésia;GO;B;A;B;A
2;M;0;5211206;Itapuranga;GO;D;A;A;A
1;M;0;5205406;Ceres;GO;C;A;A;A
1;F;0;5218904;Rubiataba;GO;B;A;A;A
13;F;18;5208608;Goianésia;GO;E;A;C;A
14;M;18;5208608;Goianésia;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5211800;Jaraguá;GO;K;A;B;B
3;F;1;5211800;Jaraguá;GO;B;A;B;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
1;M;0;5210901;Itapaci;GO;C;A;A;E
14;F;0;5205406;Ceres;GO;B;A;A;A
1;F;0;5208608;Goianésia;GO;D;A;A;A
6;F;4;5218904;Rubiataba;GO;D;A;A;A
3;F;1;5211206;Itapuranga;GO;B;A;A;A
14;F;0;5205406;Ceres;GO;B;A;A;A
4;F;1;5205406;Ceres;GO;B;A;A;A
11;F;9;5211800;Jaraguá;GO;B;A;B;A
2;F;0;5210901;Itapaci;GO;A;A;A;A
4;M;0;5205406;Ceres;GO;C;A;C;A
4;F;2;5211800;Jaraguá;GO;C;A;B;A
2;M;0;5211800;Jaraguá;GO;C;A;A;A
2;F;0;5208608;Goianésia;GO;C;A;B;A
2;F;0;5208608;Goianésia;GO;C;A;A;A
3;F;0;5211206;Itapuranga;GO;F;A;B;A
5;F;3;5205406;Ceres;GO;D;A;B;A
3;M;1;5208608;Goianésia;GO;C;A;B;A
4;M;0;5210901;Itapaci;GO;B;B;B;A
3;M;0;5211800;Jaraguá;GO;A;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;C;A;B;A
4;F;1;5211206;Itapuranga;GO;F;A;A;A
2;M;0;5211800;Jaraguá;GO;C;A;B;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
2;F;0;5218904;Rubiataba;GO;B;B;B;A
4;M;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5211206;Itapuranga;GO;B;A;A;A
3;F;1;5210901;Itapaci;GO;G;A;B;A
2;F;0;5211800;Jaraguá;GO;D;A;A;A
6;M;3;5205406;Ceres;GO;C;A;A;A
3;M;1;5218904;Rubiataba;GO;E;A;C;A
1;F;0;5205406;Ceres;GO;B;A;A;A
2;F;0;5211800;Jaraguá;GO;C;A;A;A
3;M;0;5211206;Itapuranga;GO;C;B;A;A
3;M;1;5210901;Itapaci;GO;E;A;B;A
4;F;1;5205406;Ceres;GO;C;A;A;A
2;M;0;5205406;Ceres;GO;B;A;B;A
3;M;0;5205406;Ceres;GO;D;A;B;A
2;F;0;5205406;Ceres;GO;G;A;B;A
1;F;0;5210901;Itapaci;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;D;A;A;A
3;M;0;5208608;Goianésia;GO;E;A;A;A
1;M;0;5210901;Itapaci;GO;B;A;A;A
1;F;0;5210901;Itapaci;GO;F;A;B;C
4;F;1;5211800;Jaraguá;GO;C;A;A;A
3;M;0;5208608;Goianésia;GO;D;A;B;A
2;M;0;5205406;Ceres;GO;C;A;B;A
2;F;0;5211800;Jaraguá;GO;F;A;C;A
5;F;3;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5218904;Rubiataba;GO;A;A;A;A
3;M;0;5205406;Ceres;GO;D;A;B;A
2;M;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
1;F;0;5208608;Goianésia;GO;L;B;B;A
3;M;1;5218904;Rubiataba;GO;C;A;B;A
1;F;0;5218904;Rubiataba;GO;D;A;B;A
3;M;0;5218904;Rubiataba;GO;A;A;A;A
1;M;0;5210901;Itapaci;GO;H;A;C;D
1;F;0;5211206;Itapuranga;GO;E;A;B;A
1;F;0;5208608;Goianésia;GO;B;A;B;A
2;F;0;5208608;Goianésia;GO;E;A;A;A
1;M;0;5205406;Ceres;GO;F;A;A;D
2;F;0;5205406;Ceres;GO;H;A;B;D
3;F;1;5211800;Jaraguá;GO;C;A;B;A
1;F;0;5210901;Itapaci;GO;C;A;B;A
3;F;0;5211206;Itapuranga;GO;B;A;A;A
3;M;0;5208608;Goianésia;GO;E;A;B;A
12;F;0;5210901;Itapaci;GO;B;A;B;A
6;M;2;5205406;Ceres;GO;F;B;C;A
2;F;0;5208608;Goianésia;GO;C;B;B;A
6;M;3;5205406;Ceres;GO;H;A;B;A
3;F;0;5210901;Itapaci;GO;G;A;B;A
1;M;0;5210901;Itapaci;GO;F;A;A;B
4;F;2;5211800;Jaraguá;GO;C;A;A;A
3;M;1;5205406;Ceres;GO;E;A;B;A
4;M;2;5211206;Itapuranga;GO;B;A;A;A
1;F;0;5208608;Goianésia;GO;D;A;A;A
2;M;0;5205406;Ceres;GO;H;A;C;D
4;M;0;5208608;Goianésia;GO;B;A;A;A
7;F;4;5210901;Itapaci;GO;C;A;A;A
11;M;0;5210901;Itapaci;GO;D;A;A;A
13;M;18;5205406;Ceres;GO;C;A;B;A
13;M;0;5211800;Jaraguá;GO;B;A;B;A
5;F;1;5211800;Jaraguá;GO;A;A;A;A
3;F;0;5208608;Goianésia;GO;C;B;A;A
3;M;0;5210901;Itapaci;GO;C;A;A;A
11;F;11;5205406;Ceres;GO;E;A;B;A
11;M;10;5208608;Goianésia;GO;C;A;B;A
6;F;3;5208608;Goianésia;GO;B;A;C;A
1;F;0;5205406;Ceres;GO;G;B;B;D
3;F;1;5218904;Rubiataba;GO;G;A;B;A
10;F;8;5205406;Ceres;GO;A;A;B;A
3;F;0;5205406;Ceres;GO;B;A;B;A
9;F;7;5208608;Goianésia;GO;E;A;B;A
4;F;1;5205406;Ceres;GO;F;A;B;A
1;M;0;5211800;Jaraguá;GO;B;A;A;A
5;F;3;5211800;Jaraguá;GO;E;B;A;E
2;M;0;5208608;Goianésia;GO;C;A;B;A
1;F;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5210901;Itapaci;GO;H;A;C;D
3;F;0;5208608;Goianésia;GO;B;B;A;A
11;M;11;5208608;Goianésia;GO;F;A;B;D
1;F;0;5205406;Ceres;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;B;A;B;A
3;M;0;5205406;Ceres;GO;B;A;A;A
2;F;0;5211206;Itapuranga;GO;A;A;A;A
2;F;0;5208608;Goianésia;GO;C;A;B;A
1;M;0;5211800;Jaraguá;GO;C;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;C;A;B;A
2;M;0;5205406;Ceres;GO;A;A;B;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
5;F;3;5208608;Goianésia;GO;B;A;A;A
3;F;0;5210901;Itapaci;GO;C;A;A;B
6;F;4;5211800;Jaraguá;GO;G;A;B;A
2;F;0;5210901;Itapaci;GO;B;A;B;A
5;F;0;5211800;Jaraguá;GO;B;A;A;A
1;F;0;5211800;Jaraguá;GO;A;A;A;A
2;M;0;5205406;Ceres;GO;C;A;A;A
1;F;0;5205406;Ceres;GO;B;A;B;A
2;M;0;5210901;Itapaci;GO;D;B;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
4;F;2;5218904;Rubiataba;GO;K;A;B;A
2;M;0;5210901;Itapaci;GO;E;A;B;E
3;M;0;5205406;Ceres;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;C;A;A;A
1;M;0;5211800;Jaraguá;GO;B;A;A;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
2;M;0;5210901;Itapaci;GO;B;A;A;B
3;F;0;5211800;Jaraguá;GO;J;A;B;C
2;M;0;5210901;Itapaci;GO;B;A;A;A
4;F;1;5208608;Goianésia;GO;C;B;B;A
2;F;0;5205406;Ceres;GO;B;A;A;A
1;F;0;5210901;Itapaci;GO;L;B;B;C
4;M;0;5205406;Ceres;GO;E;A;A;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5205406;Ceres;GO;B;A;A;A
6;M;3;5208608;Goianésia;GO;C;A;B;A
2;F;0;5211800;Jaraguá;GO;B;A;B;A
2;F;0;5208608;Goianésia;GO;D;A;A;A
5;F;2;5208608;Goianésia;GO;C;A;B;A
1;F;0;5210901;Itapaci;GO;E;A;A;A
2;F;0;5218904;Rubiataba;GO;B;A;B;A
3;F;0;5208608;Goianésia;GO;A;A;A;A
2;F;0;5211800;Jaraguá;GO;C;A;A;A
3;M;0;5208608;Goianésia;GO;D;A;B;A
1;M;0;5205406;Ceres;GO;K;A;B;A
3;F;1;5208608;Goianésia;GO;Q;B;B;B
2;F;0;5210901;Itapaci;GO;B;A;A;A
4;F;0;5210901;Itapaci;GO;B;A;A;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
2;F;0;5211206;Itapuranga;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;F;A;A;A
2;F;0;5208608;Goianésia;GO;P;A;C;D
11;M;0;5211800;Jaraguá;GO;B;A;A;A
2;M;0;5211206;Itapuranga;GO;E;A;B;A
2;M;0;5205406;Ceres;GO;C;A;B;E
3;M;0;5210901;Itapaci;GO;A;B;A;A
3;M;0;5210901;Itapaci;GO;G;B;B;A
3;F;0;5210901;Itapaci;GO;B;A;A;A
11;M;10;5211800;Jaraguá;GO;B;A;B;A
2;F;0;5211206;Itapuranga;GO;B;B;B;B
2;F;0;5208608;Goianésia;GO;C;A;A;A
3;F;0;5218904;Rubiataba;GO;C;A;B;A
3;M;0;5205406;Ceres;GO;B;B;D;A
9;F;6;5218904;Rubiataba;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
2;F;0;5205406;Ceres;GO;D;A;A;A
3;M;0;5210901;Itapaci;GO;C;B;C;A
5;M;0;5218904;Rubiataba;GO;B;A;A;A
3;F;0;5218904;Rubiataba;GO;C;A;A;A
3;F;0;5208608;Goianésia;GO;C;B;B;A
1;F;0;5211206;Itapuranga;GO;C;B;B;A
2;F;0;5211800;Jaraguá;GO;E;A;B;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5211206;Itapuranga;GO;G;B;C;A
8;F;5;5211206;Itapuranga;GO;C;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;D;A;A;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;G;A;A;A
1;M;0;5211800;Jaraguá;GO;B;A;A;A
5;M;0;5211206;Itapuranga;GO;B;A;A;A
6;F;4;5205406;Ceres;GO;G;A;D;A
11;M;7;5211206;Itapuranga;GO;I;B;C;B
1;M;0;5211800;Jaraguá;GO;B;A;B;A
2;M;0;5210901;Itapaci;GO;J;B;C;D
3;F;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5211206;Itapuranga;GO;B;A;A;A
5;M;2;5208608;Goianésia;GO;C;A;B;A
1;F;0;5210901;Itapaci;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;B;A;A;A
5;M;0;5205406;Ceres;GO;B;A;A;A
4;F;1;5208608;Goianésia;GO;C;A;B;A
1;M;0;5218904;Rubiataba;GO;P;A;C;D
